filename	filepath	duration	accent	language	age	gender	transcript	speaker	predicttrans	wer	mos	duration2
CN02_EN_01NC02FBY_0101_5731418_5733133.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_5731418_5733133.wav	1.715	SG	EN	23.0	F	ok [lor] that was what i was gonna do next	SGCN02	 Okay, I'm gonna do this.	0.6666666666666666	4.4794697761535645	1.7150625
CN02_EN_01NC02FBY_0101_4499110_4501575.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_4499110_4501575.wav	2.465	SG	EN	23.0	F	the rules what are the constraints that we might have	SGCN02	 the rules for the constraints that we might have.	0.3	4.469085216522217	2.465
CN02_EN_01NC02FBY_0101_955800_957500.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_955800_957500.wav	1.7	SG	EN	23.0	F	not  that  you  cannot  find  a  job  [lah]  but	SGCN02	 Not that you cannot find a job lah but...	0.25	4.114659309387207	1.7
CN02_EN_01NC02FBY_0101_5925904_5929659.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_5925904_5929659.wav	3.755	SG	EN	23.0	F	(er) the server shall we tell him that his	SGCN02	 uh... the server Should I tell him that he's-	0.5555555555555556	4.577414512634277	3.755
CN02_EN_01NC02FBY_0101_6120380_6122510.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_6120380_6122510.wav	2.13	SG	EN	23.0	F	that's  why  i  said  i  did  something  evil  what	SGCN02	 That's why I said I did something evil, huh?	0.2	2.7253212928771973	2.13
CN02_EN_01NC02FBY_0101_5891136_5894538.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_5891136_5894538.wav	3.402	SG	EN	23.0	F	just in case [mah] how i know [ah] [e-ah]	SGCN02	 Just in case ma, how I know ah? Huh...	0.5	3.070016384124756	3.402
CN02_EN_01NC02FBY_0101_2877410_2879720.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_2877410_2879720.wav	2.31	SG	EN	23.0	F	i  mean  hello  if  you  are  first  class  honors	SGCN02	 I mean hello if you're a first class honors.	0.2222222222222222	3.973632574081421	2.31
CN02_EN_01NC02FBY_0101_1076030_1077600.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_1076030_1077600.wav	1.57	SG	EN	23.0	F	but  okay  [lah]  now  that  i  think  about  it	SGCN02	 But okay, now that I think about it...	0.25	4.70235538482666	1.57
CN02_EN_01NC02FBY_0101_2677441_2680580.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_2677441_2680580.wav	3.139	SG	EN	23.0	F	ya [lor] pinnacle at duxton [neh] ok anyway then	SGCN02	 mumamus mumumumumumumumumumu	1.0	2.773488998413086	3.1390625
CN02_EN_01NC02FBY_0101_452099_453932.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_452099_453932.wav	1.833	SG	EN	23.0	F	you mean lend me for one more day	SGCN02	 You mean lend me for one more day.	0.125	3.6173336505889893	1.8330625
CN02_EN_01NC02FBY_0101_6136207_6137894.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_6136207_6137894.wav	1.687	SG	EN	23.0	F	too bad i think he needs to learn	SGCN02	 Too bad, I think he needs to learn.	0.25	4.369136333465576	1.687
CN02_EN_01NC02FBY_0101_5381208_5382889.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_5381208_5382889.wav	1.681	SG	EN	23.0	F	ya i think the first one we went	SGCN02	 Yeah, I think the first one we went...	0.25	4.567620754241943	1.681
CN02_EN_01NC02FBY_0101_5654430_5657230.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_5654430_5657230.wav	2.8	SG	EN	23.0	F	that  was  like  last  last  last  week  then	SGCN02	 That was like last last last week. Then.	0.25	4.281975269317627	2.8
CN02_EN_01NC02FBY_0101_5929890_5932296.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_5929890_5932296.wav	2.406	SG	EN	23.0	F	favorite  f.  y.  p.  student  crashed  the  server	SGCN02	 Favorite FYP student crashed the server	0.375	4.172049045562744	2.406
CN02_EN_01NC02FBY_0101_4473060_4475830.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_4473060_4475830.wav	2.77	SG	EN	23.0	F	into  like  anything  from  zero  to  nine  right	SGCN02	 into like anything from 0 to 9 right	0.25	4.0926337242126465	2.77
CN02_EN_01NC02FBY_0101_5767516_5769421.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_5767516_5769421.wav	1.905	SG	EN	23.0	F	the v~ the the screens that i	SGCN02	 the screens that are...	0.5714285714285714	4.74971866607666	1.9050625
CN02_EN_01NC02FBY_0101_2402124_2403492.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_2402124_2403492.wav	1.368	SG	EN	23.0	F	(erm) any amount or something like that	SGCN02	 an enema or something	0.7142857142857143	2.765307664871216	1.368
CN02_EN_01NC02FBY_0101_2974723_2976513.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_2974723_2976513.wav	1.79	SG	EN	23.0	F	(erm) there's no cure for it and-	SGCN02	 There's no cure for it and	0.25	5.048512935638428	1.79
CN02_EN_01NC02FBY_0101_1153356_1155350.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_1153356_1155350.wav	1.994	SG	EN	23.0	F	ya inventory [da] [da] [da] [da] [da]	SGCN02	 Yeah, inventory da da da da da.	3.0	3.1672797203063965	1.9940625
CN02_EN_01NC02FBY_0101_2269448_2270804.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_2269448_2270804.wav	1.356	SG	EN	23.0	F	as in not a bad investment [nah]	SGCN02	 It's not a bad investment	0.3333333333333333	2.5347177982330322	1.3560625
CN02_EN_01NC02FBY_0101_357800_360200.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_357800_360200.wav	2.4	SG	EN	23.0	F	(er)  i  checked  the  calendar  already  then	SGCN02	 Uh, I checked the calendar already. Then ?	0.42857142857142855	4.357541084289551	2.4
CN02_EN_01NC02FBY_0101_520440_522289.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_520440_522289.wav	1.849	SG	EN	23.0	F	always  at  home  after  work  go  home	SGCN02	 always at home after work go home.	0.14285714285714285	4.8319411277771	1.849
CN02_EN_01NC02FBY_0101_1671819_1672799.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_1671819_1672799.wav	0.98	SG	EN	23.0	F	as in you get what i mean	SGCN02	 You get what I mean?	0.42857142857142855	2.725227117538452	0.98
CN02_EN_01NC02FBY_0101_924091_925550.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_924091_925550.wav	1.459	SG	EN	23.0	F	[oh] ya [oh] ya ten weeks	SGCN02	 We are, we are 10 Bigs.	1.5	3.8900556564331055	1.4590625
CN02_EN_01NC02FBY_0101_4052131_4055247.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_4052131_4055247.wav	3.116	SG	EN	23.0	F	three six nine twelve twelve months	SGCN02	 3, 6, 9, 12. 12 months.	1.0	4.311971664428711	3.1160625
CN02_EN_01NC02FBY_0101_2648215_2649225.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_2648215_2649225.wav	1.01	SG	EN	23.0	F	that's quite a lot of money	SGCN02	 There's quite a lot of money.	0.2857142857142857	3.741238594055176	1.0100625
CN02_EN_01NC02FBY_0101_449316_451173.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_449316_451173.wav	1.857	SG	EN	23.0	F	(err) the for one more day	SGCN02	 uh... the for one more day	0.16666666666666666	3.325942277908325	1.8570625
CN02_EN_01NC02FBY_0101_4602420_4603990.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_4602420_4603990.wav	1.57	SG	EN	23.0	F	have  to  be  things  like  four	SGCN02	 have to be things like 4,	0.16666666666666666	4.44786262512207	1.57
CN02_EN_01NC02FBY_0101_5669993_5671517.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_5669993_5671517.wav	1.524	SG	EN	23.0	F	network until now still got problem	SGCN02	 never until now still got problem.	0.3333333333333333	3.838965654373169	1.524
CN02_EN_01NC02FBY_0101_6392544_6393605.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_6392544_6393605.wav	1.061	SG	EN	23.0	F	how much is she paid man	SGCN02	 How much is she payment?	0.3333333333333333	4.177838325500488	1.061
CN02_EN_01NC02FBY_0101_2194135_2195289.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_2194135_2195289.wav	1.154	SG	EN	23.0	F	then the thing is (um)	SGCN02	 Then the thing is, um...	0.4	4.219499111175537	1.1540625
CN02_EN_01NC02FBY_0101_2306230_2307759.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_2306230_2307759.wav	1.529	SG	EN	23.0	F	of course [lah] ya then	SGCN02	 Of course la, ya. Then...	0.75	2.9444990158081055	1.529
CN02_EN_01NC02FBY_0101_138465_140955.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_138465_140955.wav	2.49	SG	EN	23.0	F	cause [ah] individuals final (rr)	SGCN02	 Because individuals find us...	0.75	3.6821694374084473	2.49
CN02_EN_01NC02FBY_0101_207781_208566.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_207781_208566.wav	0.785	SG	EN	23.0	F	[ah] wait what you mean	SGCN02	 What do you mean?	0.75	2.5254199504852295	0.785
CN02_EN_01NC02FBY_0101_5352858_5354382.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_5352858_5354382.wav	1.524	SG	EN	23.0	F	[oh] two hundreds pounds beauty	SGCN02	 Aww 200 pounds booty	0.75	3.682098627090454	1.5240625
CN02_EN_01NC02FBY_0101_5044270_5046570.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_5044270_5046570.wav	2.3	SG	EN	23.0	F	shall  wait  for  the  re-proposal	SGCN02	 Shall wait for the re-proposal.	0.2	4.681492328643799	2.3
CN02_EN_01NC02FBY_0101_4116599_4117715.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_4116599_4117715.wav	1.116	SG	EN	23.0	F	i think he said sixteen	SGCN02	 I think he said 16.	0.2	4.543980121612549	1.1160625
CN02_EN_01NC02FBY_0101_4467410_4469740.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_4467410_4469740.wav	2.33	SG	EN	23.0	F	plus t.w.o. equals to four	SGCN02	 plus twe goes for	0.8	2.920186996459961	2.3300625
CN02_EN_01NC02FBY_0101_6390503_6392245.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_6390503_6392245.wav	1.742	SG	EN	23.0	F	my god masters in h.r.	SGCN02	 Oh my god, Masters in HR.	0.6	3.3147943019866943	1.742
CN02_EN_01NC02FBY_0101_6279615_6281225.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_6279615_6281225.wav	1.61	SG	EN	23.0	F	(ppl) what the hell (ppc)	SGCN02	 What the hell?	0.6	2.518230676651001	1.6100625
CN02_EN_01NC02FBY_0101_6548630_6551515.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_6548630_6551515.wav	2.885	SG	EN	23.0	F	(ppl) nice of you [ah]	SGCN02	 Nyeheheheh! Nice of you, huh?	0.75	3.1596901416778564	2.885
CN02_EN_01NC02FBY_0101_6925881_6927371.wav	data/selected/seame/SG/SGCN02/CN02_EN_01NC02FBY_0101_6925881_6927371.wav	1.49	SG	EN	23.0	F	[eh] sounds very familiar [eh]	SGCN02	 It's so very familiar.	1.3333333333333333	4.013301849365234	1.49
CN03_EN_02NC03FBX_0201_1436566_1438205.wav	data/selected/seame/SG/SGCN03/CN03_EN_02NC03FBX_0201_1436566_1438205.wav	1.639	SG	EN	19.0	F	what  method  is  he  using	SGCN03	 What method is she using?	0.4	4.211342811584473	1.6390625
CN04_EN_02NC04FBY_0101_874524_876030.wav	data/selected/seame/SG/SGCN04/CN04_EN_02NC04FBY_0101_874524_876030.wav	1.506	SG	EN	19.0	F	next week [ah] recess week	SGCN04	 Next week, yeah. Recess week.	0.75	3.9742300510406494	1.506
CN05_EN_03NC05FAX_0201_984285_991045.wav	data/selected/seame/MY/MYCN05/CN05_EN_03NC05FAX_0201_984285_991045.wav	6.76	MY	EN	21.0	F	[oh] food and travel (ppb) anything (errr) we do in during our free time called leisure	MYCN05	 food and travel, anything we do during our free time called leisure.	0.3333333333333333	3.6619675159454346	6.76
CN05_EN_03NC05FAX_0201_992673_997632.wav	data/selected/seame/MY/MYCN05/CN05_EN_03NC05FAX_0201_992673_997632.wav	4.959	MY	EN	21.0	F	so we can talk about sleeping (ppb) (um) eating travelling [oh]	MYCN05	 so we can talk about sleeping, eating, traveling.	0.5	3.0054259300231934	4.9590625
CN05_EN_03NC05FAX_0101_2077509_2080251.wav	data/selected/seame/MY/MYCN05/CN05_EN_03NC05FAX_0101_2077509_2080251.wav	2.742	MY	EN	21.0	F	i i i don't un~ (ppl)	MYCN05	 I thought...	0.8571428571428571	2.319424867630005	2.742
CN05_EN_03NC05FAX_0101_3322218_3324699.wav	data/selected/seame/MY/MYCN05/CN05_EN_03NC05FAX_0101_3322218_3324699.wav	2.481	MY	EN	21.0	F	#potong-rambut#  like cut head [ah]	MYCN05	 It's my hair Like, cut hair.	1.5	3.5732178688049316	2.481
CN05_EN_03NC05FAX_0101_1243434_1245771.wav	data/selected/seame/MY/MYCN05/CN05_EN_03NC05FAX_0101_1243434_1245771.wav	2.337	MY	EN	21.0	F	then how  i need job	MYCN05	 Then how I need job	0.0	4.230470180511475	2.3370625
CN05_EN_03NC05FAX_0201_790995_792611.wav	data/selected/seame/MY/MYCN05/CN05_EN_03NC05FAX_0201_790995_792611.wav	1.616	MY	EN	21.0	F	other than these two (ppl)	MYCN05	 Other than this too?	0.6	2.4120917320251465	1.6160625
CN05_EN_03NC05FAX_0201_3816797_3817980.wav	data/selected/seame/MY/MYCN05/CN05_EN_03NC05FAX_0201_3816797_3817980.wav	1.183	MY	EN	21.0	F	yo man check it out	MYCN05	 Yo man, check it out!	0.4	2.4623312950134277	1.1830625
CN06_EN_03NC06FAY_0101_2580439_2584175.wav	data/selected/seame/MY/MYCN06/CN06_EN_03NC06FAY_0101_2580439_2584175.wav	3.736	MY	EN	20.0	F	[oh] one flew over the ku ku nest (ppl)	MYCN06	 Oh, one flew over the cuckoo's nest.	0.625	4.233981609344482	3.7360625
CN06_EN_03NC06FAY_0201_994260_996614.wav	data/selected/seame/MY/MYCN06/CN06_EN_03NC06FAY_0201_994260_996614.wav	2.354	MY	EN	20.0	F	everything we do during our free time	MYCN06	 everything we do during our free time.	0.14285714285714285	4.154906749725342	2.354
CN06_EN_03NC06FAY_0101_3067556_3073599.wav	data/selected/seame/MY/MYCN06/CN06_EN_03NC06FAY_0101_3067556_3073599.wav	6.043	MY	EN	20.0	F	i want nobody nobody but you (ppl)	MYCN06	 I want nobody nobody but you No no I want having a great great guy said Trешa	1.5714285714285714	2.1503000259399414	6.043
CN06_EN_03NC06FAY_0101_37145_38571.wav	data/selected/seame/MY/MYCN06/CN06_EN_03NC06FAY_0101_37145_38571.wav	1.426	MY	EN	20.0	F	five hundred day of summer	MYCN06	 500 days of summer.	0.8	3.5242934226989746	1.426
CN06_EN_03NC06FAY_0101_1164613_1168766.wav	data/selected/seame/MY/MYCN06/CN06_EN_03NC06FAY_0101_1164613_1168766.wav	4.153	MY	EN	20.0	F	universal studio [ah] intern [en]	MYCN06	 Universal Studio and come and have fun whilst happy and smartphone- looking as we're now. So thank you so much for joining us. We're currently currently resulting from the Unpopular Elections in Germany. So come join us if you're there! When in travel, make sure to take Caribbeanulobot, wearing aboume when visiting and coming back from Germany, enjoying the Christmas music by Disneylesse in German. You will see a real friendship we get and we will uncover what the Prime Minister is up to	28.333333333333332	3.3501861095428467	4.1530625
CN07_EN_04NC07FBX_0201_2306830_2311628.wav	data/selected/seame/SG/SGCN07/CN07_EN_04NC07FBX_0201_2306830_2311628.wav	4.798	SG	EN	20.0	F	this is one pattern this is one pattern to see one pattern then [eh] why the pattern different already then why the pattern diffeerent already that kind	SGCN07	 one pattern, this one pattern, this one pattern, then you want a pattern different with it, okay?'	0.7692307692307693	3.4264779090881348	4.7980625
CN07_EN_04NC07FBX_0201_2039599_2045984.wav	data/selected/seame/SG/SGCN07/CN07_EN_04NC07FBX_0201_2039599_2045984.wav	6.385	SG	EN	20.0	F	in the end cause it is more general their is more specific like after that you must choose they can go into gaming and stuff	SGCN07	 in the end, cause it's more general, death is more specific, like, after that you must choose, you can go into gaming and stuff.	0.32	3.686508893966675	6.3850625
CN07_EN_04NC07FBX_0101_1579973_1584787.wav	data/selected/seame/SG/SGCN07/CN07_EN_04NC07FBX_0101_1579973_1584787.wav	4.814	SG	EN	20.0	F	then there is still the durian one last time i also like to eat the durian mooncake but now i don't really like already	SGCN07	 Then, there's still the durian one. Last time I was like to eat the durian mooncake but now I don't really like it already.	0.2	3.985563278198242	4.8140625
CN07_EN_04NC07FBX_0201_1879657_1887556.wav	data/selected/seame/SG/SGCN07/CN07_EN_04NC07FBX_0201_1879657_1887556.wav	7.899	SG	EN	20.0	F	there is there is this meatball cartoon yeah is quite nice i heard heard a lot of (erm) review saying it is quite nice	SGCN07	 There's this Mayball cartoon. Yeah, it's quite nice. I heard a lot of reviews saying it's quite nice.	0.4583333333333333	3.7536919116973877	7.8990625
CN07_EN_04NC07FBX_0201_2522498_2529399.wav	data/selected/seame/SG/SGCN07/CN07_EN_04NC07FBX_0201_2522498_2529399.wav	6.901	SG	EN	20.0	F	(erm) can you spot like two decimation you see in your daily life [ah] that kind of thing and in your surrounding [eh]	SGCN07	 Uh, can you spot like, tooth hassle? You see in your daily life? That kind of thing, eh? Yeah, surrounding it.	0.47619047619047616	3.121391773223877	6.901
CN07_EN_04NC07FBX_0101_607949_614317.wav	data/selected/seame/SG/SGCN07/CN07_EN_04NC07FBX_0101_607949_614317.wav	6.368	SG	EN	20.0	F	his very big [eh] than than mine right on him right is like just nice [lo] his really is like so big	SGCN07	 He's very big eh, then, then my rank on him is just nice oh who's his ex will be	0.75	4.137880325317383	6.368
CN07_EN_04NC07FBX_0201_2302748_2306830.wav	data/selected/seame/SG/SGCN07/CN07_EN_04NC07FBX_0201_2302748_2306830.wav	4.082	SG	EN	20.0	F	then maybe they fail then only they can see one unit one unit you you cannot see what this is one pattern	SGCN07	 then maybe they fail, they only can see one unit when you need it they cannot see you at this is one pattern, this is another	0.6363636363636364	2.4078805446624756	4.082
CN07_EN_04NC07FBX_0101_138211_148961.wav	data/selected/seame/SG/SGCN07/CN07_EN_04NC07FBX_0101_138211_148961.wav	10.75	SG	EN	20.0	F	(ppl) ab~ abnormality [eh] see [eh] see i push my i push my loudness already you see this is my limit	SGCN07	 And normally tea is it I push my I push my darkness reading You see this is my limit	0.3684210526315789	4.033498764038086	10.7500625
CN07_EN_04NC07FBX_0101_998941_1004070.wav	data/selected/seame/SG/SGCN07/CN07_EN_04NC07FBX_0101_998941_1004070.wav	5.129	SG	EN	20.0	F	then then when she got boyfriend that time she will got time for you [meh] (ppl) a bit weird [la]	SGCN07	 Damn, damn when she got boyfriend that time she will got time for you XD And i really enjoyed it XD	0.5	3.756086587905884	5.129
